batter,batting_team,bowling_team,venue,season,over_category,total_runs,balls_faced_x,runs_scored,balls_faced_y,strike_rate,venue_avg_runs
K Upadhyay,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,2012,Death,11,8,12,9,133.33333333333331,6.0
K Yadav,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,Death,0,4,0,4,0.0,0.0
KA Jamieson,Royal Challengers Bangalore,Chennai Super Kings,"Wankhede Stadium, Mumbai",2021,Middle,16,13,20,25,80.0,16.0
KA Jamieson,Royal Challengers Bangalore,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Death,11,4,45,30,150.0,9.0
KA Jamieson,Royal Challengers Bangalore,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",2021,Middle,4,12,20,25,80.0,4.0
KA Jamieson,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,2021,Death,2,2,45,30,150.0,2.0
KA Jamieson,Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Death,4,4,45,30,150.0,9.0
KA Jamieson,Royal Challengers Bangalore,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",2021,Death,16,11,45,30,150.0,16.0
KA Jamieson,Royal Challengers Bangalore,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Death,12,9,45,30,150.0,9.0
KA Maharaj,Rajasthan Royals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,Death,1,2,1,2,50.0,1.0
KA Pollard,Mumbai Indians,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",2021,Death,32,17,1708,994,171.83098591549296,51.5
KA Pollard,Mumbai Indians,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",2021,Middle,55,22,1647,1358,121.28129602356405,51.5
KA Pollard,Mumbai Indians,Chennai Super Kings,Brabourne Stadium,2014,Death,14,8,1708,994,171.83098591549296,21.333333333333332
KA Pollard,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,Death,6,2,1708,994,171.83098591549296,13.0
KA Pollard,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,Middle,14,7,1647,1358,121.28129602356405,13.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Dr DY Patil Sports Academy,2009/10,Death,27,10,1708,994,171.83098591549296,22.25
KA Pollard,Mumbai Indians,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Death,0,1,1708,994,171.83098591549296,15.25
KA Pollard,Mumbai Indians,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,14,9,1647,1358,121.28129602356405,15.25
KA Pollard,Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,2014,Death,10,9,1708,994,171.83098591549296,25.666666666666668
KA Pollard,Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,2014,Middle,2,2,1647,1358,121.28129602356405,25.666666666666668
KA Pollard,Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,2021,Middle,15,15,1647,1358,121.28129602356405,25.666666666666668
KA Pollard,Mumbai Indians,Chennai Super Kings,Eden Gardens,2013,Death,23,9,1708,994,171.83098591549296,24.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Eden Gardens,2013,Middle,37,23,1647,1358,121.28129602356405,24.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,Death,25,9,1708,994,171.83098591549296,24.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,Middle,11,9,1647,1358,121.28129602356405,24.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Feroz Shah Kotla,2013,Middle,24,16,1647,1358,121.28129602356405,23.0
KA Pollard,Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,2012,Death,3,9,1708,994,171.83098591549296,26.5
KA Pollard,Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,2012,Middle,13,11,1647,1358,121.28129602356405,26.5
KA Pollard,Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,2019,Death,13,12,1708,994,171.83098591549296,13.0
KA Pollard,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2009/10,Middle,5,6,1647,1358,121.28129602356405,16.5
KA Pollard,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Death,26,15,1708,994,171.83098591549296,16.5
KA Pollard,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Middle,31,25,1647,1358,121.28129602356405,16.5
KA Pollard,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2015,Middle,1,4,1647,1358,121.28129602356405,16.5
KA Pollard,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,2019,Death,25,13,1708,994,171.83098591549296,38.333333333333336
KA Pollard,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,2019,Middle,16,12,1647,1358,121.28129602356405,38.333333333333336
KA Pollard,Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,2020/21,Death,7,7,1708,994,171.83098591549296,15.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,2020/21,Middle,11,7,1647,1358,121.28129602356405,15.0
KA Pollard,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2011,Death,0,2,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2013,Middle,1,3,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2014,Death,0,1,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,Death,40,23,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,Middle,65,28,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2019,Death,17,9,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Deccan Chargers,Brabourne Stadium,2009/10,Death,21,10,1708,994,171.83098591549296,21.333333333333332
KA Pollard,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,Middle,1,5,1647,1358,121.28129602356405,22.25
KA Pollard,Mumbai Indians,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012,Death,0,1,1708,994,171.83098591549296,16.25
KA Pollard,Mumbai Indians,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012,Middle,24,17,1647,1358,121.28129602356405,16.25
KA Pollard,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2011,Middle,0,1,1647,1358,121.28129602356405,6.4
KA Pollard,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2011,Death,23,13,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2011,Middle,1,1,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",2022,Middle,3,6,1647,1358,121.28129602356405,13.0
KA Pollard,Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,2020/21,Death,9,4,1708,994,171.83098591549296,25.666666666666668
KA Pollard,Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,2020/21,Middle,0,2,1647,1358,121.28129602356405,25.666666666666668
KA Pollard,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Middle,2,5,1647,1358,121.28129602356405,13.0
KA Pollard,Mumbai Indians,Delhi Capitals,Sharjah Cricket Stadium,2021,Middle,6,12,1647,1358,121.28129602356405,26.25
KA Pollard,Mumbai Indians,Delhi Capitals,Sheikh Zayed Stadium,2020/21,Death,9,13,1708,994,171.83098591549296,15.0
KA Pollard,Mumbai Indians,Delhi Capitals,Sheikh Zayed Stadium,2020/21,Middle,2,2,1647,1358,121.28129602356405,15.0
KA Pollard,Mumbai Indians,Delhi Capitals,Wankhede Stadium,2019,Middle,18,8,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Capitals,Wankhede Stadium,2019,Powerplay,3,5,82,95,86.31578947368422,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Arun Jaitley Stadium,2018,Middle,4,4,1647,1358,121.28129602356405,7.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Arun Jaitley Stadium,2018,Powerplay,3,3,82,95,86.31578947368422,7.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,2009/10,Death,45,13,1708,994,171.83098591549296,21.333333333333332
KA Pollard,Mumbai Indians,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Death,2,4,1708,994,171.83098591549296,16.25
KA Pollard,Mumbai Indians,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Middle,1,2,1647,1358,121.28129602356405,16.25
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2009/10,Death,10,8,1708,994,171.83098591549296,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2012,Middle,16,9,1647,1358,121.28129602356405,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2013,Death,19,10,1708,994,171.83098591549296,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2015,Middle,10,8,1647,1358,121.28129602356405,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2016,Death,14,14,1708,994,171.83098591549296,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2016,Middle,5,6,1647,1358,121.28129602356405,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2017,Death,21,13,1708,994,171.83098591549296,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,2017,Middle,42,25,1647,1358,121.28129602356405,23.0
KA Pollard,Mumbai Indians,Delhi Daredevils,Sharjah Cricket Stadium,2014,Death,15,10,1708,994,171.83098591549296,26.25
KA Pollard,Mumbai Indians,Delhi Daredevils,Sharjah Cricket Stadium,2014,Middle,18,20,1647,1358,121.28129602356405,26.25
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2011,Death,9,9,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2012,Middle,1,4,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2013,Death,5,3,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2013,Middle,8,5,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2014,Middle,11,8,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2015,Death,19,11,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2015,Middle,7,5,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2017,Death,2,3,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2017,Middle,24,28,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2018,Middle,0,1,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Gujarat Lions,Green Park,2016,Death,6,6,1708,994,171.83098591549296,9.0
KA Pollard,Mumbai Indians,Gujarat Lions,Green Park,2016,Middle,3,5,1647,1358,121.28129602356405,9.0
KA Pollard,Mumbai Indians,Gujarat Lions,Saurashtra Cricket Association Stadium,2017,Death,4,2,1708,994,171.83098591549296,25.0
KA Pollard,Mumbai Indians,Gujarat Lions,Saurashtra Cricket Association Stadium,2017,Middle,11,9,1647,1358,121.28129602356405,25.0
KA Pollard,Mumbai Indians,Gujarat Lions,Saurashtra Cricket Association Stadium,2017,Powerplay,10,3,82,95,86.31578947368422,25.0
KA Pollard,Mumbai Indians,Gujarat Lions,Wankhede Stadium,2016,Middle,1,3,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Gujarat Lions,Wankhede Stadium,2017,Death,14,8,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Gujarat Lions,Wankhede Stadium,2017,Middle,25,16,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Gujarat Titans,"Brabourne Stadium, Mumbai",2022,Middle,4,15,1647,1358,121.28129602356405,13.0
KA Pollard,Mumbai Indians,Kings XI Punjab,Brabourne Stadium,2009/10,Middle,14,11,1647,1358,121.28129602356405,21.333333333333332
KA Pollard,Mumbai Indians,Kings XI Punjab,Brabourne Stadium,2009/10,Powerplay,6,3,82,95,86.31578947368422,21.333333333333332
KA Pollard,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Death,0,1,1708,994,171.83098591549296,16.25
KA Pollard,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Middle,27,19,1647,1358,121.28129602356405,16.25
KA Pollard,Mumbai Indians,Kings XI Punjab,Dubai International Cricket Stadium,2020/21,Death,34,10,1708,994,171.83098591549296,25.666666666666668
KA Pollard,Mumbai Indians,Kings XI Punjab,Dubai International Cricket Stadium,2020/21,Middle,0,2,1647,1358,121.28129602356405,25.666666666666668
KA Pollard,Mumbai Indians,Kings XI Punjab,Dubai International Cricket Stadium,2020/21,Powerplay,8,6,82,95,86.31578947368422,25.666666666666668
KA Pollard,Mumbai Indians,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2013,Middle,22,22,1647,1358,121.28129602356405,22.0
KA Pollard,Mumbai Indians,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2019,Death,4,5,1708,994,171.83098591549296,7.0
KA Pollard,Mumbai Indians,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2019,Middle,3,4,1647,1358,121.28129602356405,7.0
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,Death,10,9,1708,994,171.83098591549296,10.0
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,Death,10,6,1708,994,171.83098591549296,10.6
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,Middle,8,8,1647,1358,121.28129602356405,10.6
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Middle,17,13,1647,1358,121.28129602356405,10.6
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2012,Middle,3,8,1647,1358,121.28129602356405,10.6
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2014,Death,8,6,1708,994,171.83098591549296,10.6
KA Pollard,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2015,Death,7,8,1708,994,171.83098591549296,10.6
KA Pollard,Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,2020/21,Death,35,14,1708,994,171.83098591549296,15.0
KA Pollard,Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,2020/21,Middle,12,8,1647,1358,121.28129602356405,15.0
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2011,Death,8,5,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2011,Middle,12,6,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2012,Death,7,7,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2012,Middle,0,3,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2013,Death,9,10,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2013,Middle,11,12,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2014,Death,28,11,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2014,Middle,0,2,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2015,Middle,20,21,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2017,Death,25,14,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2017,Middle,25,12,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2018,Middle,50,24,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2019,Death,41,13,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2019,Middle,42,20,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Barabati Stadium,2014,Death,10,11,1708,994,171.83098591549296,10.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Brabourne Stadium,2009/10,Middle,7,7,1647,1358,121.28129602356405,21.333333333333332
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Death,3,6,1708,994,171.83098591549296,15.25
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,12,10,1647,1358,121.28129602356405,15.25
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2011,Death,1,4,1708,994,171.83098591549296,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2011,Middle,17,19,1647,1358,121.28129602356405,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2013,Death,13,9,1708,994,171.83098591549296,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2013,Middle,20,15,1647,1358,121.28129602356405,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,Death,1,1,1708,994,171.83098591549296,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2017,Death,13,11,1708,994,171.83098591549296,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2019,Middle,19,17,1647,1358,121.28129602356405,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2019,Powerplay,1,4,82,95,86.31578947368422,24.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,2017,Middle,9,10,1647,1358,121.28129602356405,26.5
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Death,1,4,1708,994,171.83098591549296,13.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Middle,4,4,1647,1358,121.28129602356405,13.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2022,Death,22,6,1708,994,171.83098591549296,10.666666666666666
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,2014,Death,6,7,1708,994,171.83098591549296,15.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,2014,Middle,0,2,1647,1358,121.28129602356405,15.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,2020/21,Death,13,8,1708,994,171.83098591549296,15.0
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2011,Middle,3,5,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2012,Death,1,2,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2012,Middle,7,3,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2013,Death,4,4,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,Death,8,7,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,Middle,25,31,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,Powerplay,0,2,82,95,86.31578947368422,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2016,Death,21,7,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2016,Middle,30,13,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2017,Death,0,1,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2017,Middle,17,16,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",2021,Death,15,13,1708,994,171.83098591549296,16.333333333333332
KA Pollard,Mumbai Indians,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",2021,Middle,6,4,1647,1358,121.28129602356405,16.333333333333332
KA Pollard,Mumbai Indians,Lucknow Super Giants,"Brabourne Stadium, Mumbai",2022,Death,22,11,1708,994,171.83098591549296,13.0
KA Pollard,Mumbai Indians,Lucknow Super Giants,"Brabourne Stadium, Mumbai",2022,Middle,3,3,1647,1358,121.28129602356405,13.0
KA Pollard,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Death,10,9,1708,994,171.83098591549296,19.0
KA Pollard,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Middle,9,13,1647,1358,121.28129602356405,19.0
KA Pollard,Mumbai Indians,Pune Warriors,Dr DY Patil Sports Academy,2011,Death,27,19,1708,994,171.83098591549296,22.25
KA Pollard,Mumbai Indians,Pune Warriors,Dr DY Patil Sports Academy,2011,Middle,1,4,1647,1358,121.28129602356405,22.25
KA Pollard,Mumbai Indians,Pune Warriors,Wankhede Stadium,2012,Middle,8,11,1647,1358,121.28129602356405,22.38888888888889
KA Pollard,Mumbai Indians,Pune Warriors,Wankhede Stadium,2013,Death,18,11,1708,994,171.83098591549296,22.38888888888889
KA Pollard,Mumbai Indians,Pune Warriors,Wankhede Stadium,2013,Middle,1,4,1647,1358,121.28129602356405,22.38888888888889
